"","rank","title","revenue","ceo","position","sector","industry","hq","years","employees","sex","sexCoef","sexPred1","sexPred2"
"399",399,"Berry Global Group",7095,"Thomas E. Salmon","Chairman & Chief Executive Officer","Materials","Packaging, Containers","Evansville, Ind.",13,304,"M",0,-0.000170590256875413,1
"400",400,"Builders FirstSource",7034.2,"M. Chad Crow","President, Chief Executive Officer & Director","Materials","Building Materials, Glass","Dallas",13,149,"M",0,0.082716698315473,0.93782659137487
"401",401,"Activision Blizzard",7017,"Robert A. Kotick","Chairman & Chief Executive Officer","Technology","Entertainment","Santa Monica, Calif.",13,726,"M",0,-0.000139339964306634,1
"402",402,"JetBlue Airways",7015,"Robin Hayes","President, Chief Executive Officer & Director","Transportation","Airlines","Long Island City, N.Y.",22,193,"F",1,0.11095054308829,0.994540509160492
"403",403,"Amphenol",7011.3,"R. Adam Norwitt","President, Chief Executive Officer & Director","Technology","Network and Other Communications Equipment","Wallingford, Conn.",20,653,"M",0,-0.000366065141103001,0.999999999734746
"404",404,"A-Mark Precious Metals",6989.6,"Gregory N. Roberts","Chairman & Chief Executive Officer","Materials","Miscellaneous","El Segundo, Calif.",20,106,"M",0,2.71267383555873e-16,2.22044604925031e-16
"405",405,"Spirit AeroSystems Holdings",6983,"Thomas C. Gentile III","President, Chief Executive Officer & Director","Aerospace & Defense","Aerospace and Defense","Wichita, Kans.",20,161,"M",0,0.159582097496562,1
"406",406,"R.R. Donnelley & Sons",6939.6,"Daniel L. Knotts","President, Chief Executive Officer & Director","Media","Publishing, Printing","Chicago",18,487,"M",0,-0.000451872564399748,1
"407",407,"Harris",6939,"William M. Brown","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Melbourne, Fla.",7,188,"M",0,0.159585974100949,1
"408",408,"Expeditors Intl. of Washington",6920.9,"Jeffrey S. Musser","President, Chief Executive Officer & Director","Transportation","Transportation and Logistics","Seattle",4,181,"M",0,-0.000334083073895294,0.999999999983758
"409",409,"Discovery",6873,"David M. Zaslav","President, Chief Executive Officer & Director","Media","Entertainment","Silver Spring, Md.",21,615,"M",0,-0.000332860944123577,1
"410",410,"Owens-Illinois",6869,"Andres A. Lopez","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Perrysburg, Ohio",18,337,"M",0,-0.000148974867768556,1
"411",411,"Sanmina",6868.6,"Michael J. Clarke","Chairman & Chief Executive Officer","Technology","Semiconductors and Other Electronic Components","San Jose, Calif.",11,479,"M",0,0.0430602242631858,0.991522885003359
"412",412,"KeyCorp",6868,"Beth E. Mooney","Chairman, President & Chief Executive Officer","Financials","Commercial Banks","Cleveland",14,209,"F",1,0.119749026354522,0.189395999262463
"413",413,"American Financial Group",6865,"Carl H. Lindner lll/S. Craig Lindner","President, Co-Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","Cincinnati",12,635,"M",0,0.0354647007953137,0.0101435646894856
"414",414,"Oshkosh",6829.6,"Wilson R. Jones","President, Chief Executive Officer & Director","Industrials","Construction and Farm Machinery","Oshkosh, Wis.",4,128,"M",0,-1.95731286383431e-05,2.22044604925031e-16
"415",415,"Rockwell Collins",6822,"Robert K. Ortberg","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Cedar Rapids, Iowa",23,350,"M",0,0.159602564883117,1
"416",416,"Kindred Healthcare",6767.6,"Benjamin A. Breier","President, Chief Executive Officer & Director","Health Care","Health Care: Medical Facilities","Louisville, Ky.",8,600,"M",0,0.0831327377551778,1.25741804539159e-05
"417",417,"Insight Enterprises",6703.6,"Kenneth T. Lamneck","President, Chief Executive Officer & Director","Technology","Information Technology Services","Tempe, Ariz.",3,585,"M",0,0.0621816846910375,0.995778179667912
"418",418,"Dr Pepper Snapple Group",6690,"Larry D. Young","President, Chief Executive Officer & Director","Food, Beverages & Tobacco","Beverages","Plano, Texas",3,291,"M",0,-0.000142423791934992,2.22044604925031e-16
"419",419,"American Tower",6663.9,"James D. Taiclet Jr.","Chairman, President & Chief Executive Officer","Financials","Real estate","Boston",13,469,"M",0,0.044885950126195,0.851651849257402
"420",420,"Fortive",6656,"James A. Lico","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Everett, Wash.",2,333,"M",0,0.0364686660085708,0.558806845425792
"421",421,"Ralph Lauren",6652.8,"Patrice Louvet","President, Chief Executive Officer & Director","Apparel","Apparel","New York City",3,206,"F",1,0.0766189149965892,0.637709732527407
"422",422,"Spectrum Brands Holdings",6650,"Joseph S. Steinberg","Chairman & Chief Executive Officer","Household Products","Household and Personal Products","New York City",21,189,"M",0,0.213955614120628,0.985668851748401
"423",423,"Ascena Retail Group",6649.8,"David R. Jaffe","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Mahwah, N.J.",13,476,"M",0,0.299540692789894,2.22044604925031e-16
"424",424,"United Rentals",6641,"Michael J. Kneeland","Chairman & Chief Executive Officer","Business Services","Miscellaneous","Stamford, Conn.",21,144,"M",0,-0.000546488175215488,1
"425",425,"Casey’s General Stores",6640.6,"Terry W. Handley","President, Chief Executive Officer & Director","Retailing","Specialty Retailers: Other","Ankeny, Iowa",24,329,"M",0,0.0664857494646423,0.0948214434657564
"426",426,"Graybar Electric",6631.2,"Kathleen M. Mazzarella","Chairman, President & Chief Executive Officer","Wholesalers","Wholesalers: Diversified","St. Louis",18,682,"F",1,0.0829874019499439,0.939770750121348
"427",427,"Avery Dennison",6613.8,"Mitchell R. Butier","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Glendale, Calif.",18,394,"M",0,-0.000113840297990147,1
"428",428,"MasTec",6607,"Jose R. Mas","Chief Executive Officer","Engineering & Construction","Engineering, Construction","Coral Gables, Fla.",2,192,"M",0,-0.000229998092194887,0.999999999997129
"429",429,"CMS Energy",6583,"Patricia K. Poppe","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Jackson, Mich.",18,647,"F",1,0.242315400637256,0.000159397553823246
"430",430,"HD Supply Holdings",6534,"Joseph J. DeAngelo","Chairman, President & Chief Executive Officer","Wholesalers","Wholesalers: Diversified","Atlanta",22,58,"M",0,0.0829949860713515,0.94020456029618
"431",431,"Raymond James Financial",6524.9,"Paul C. Reilly","Chairman & Chief Executive Officer","Financials","Securities","St. Petersburg, Fla.",19,98,"M",0,0.0495436048421625,0.857232462306658
"432",432,"NCR",6516,"Michael D. Hayford","Chief Executive Officer & Director","Technology","Computers, Office Equipment","Atlanta",15,415,"M",0,-0.000374130562219075,0.974458369582136
"433",433,"Hanesbrands",6478.3,"Gerald W. Evans Jr.","Chairman & Chief Executive Officer","Apparel","Apparel","Winston-Salem, N.C.",20,608,"M",0,0.0766438195489027,0.646069196346612
"434",434,"Asbury Automotive Group",6456.5,"David W. Hult","President, Chief Executive Officer & Director","Retailing","Automotive Retailing, Services","Duluth, Ga.",5,668,"M",0,0.100214045018986,1
"435",435,"Citizens Financial Group",6454,"Bruce W. Van Saun","Chairman, President & Chief Executive Officer","Financials","Commercial Banks","Providence, R.I.",19,194,"M",0,0.119795298178613,0.198886709850587
"436",436,"Packaging Corp. of America",6444.9,"Mark W. Kowlzan","Chairman & Chief Executive Officer","Materials","Packaging, Containers","Lake Forest, Ill.",20,139,"M",0,-9.58607475650729e-05,1
"437",437,"Alleghany",6424.7,"Weston M. Hicks","President, Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","New York City",20,455,"M",0,0.0355128318916341,0.0107893005335618
"438",438,"Apache",6423,"John J. Christmann IV","President, Chief Executive Officer & Director","Energy","Mining, Crude-Oil Production","Houston",8,367,"M",0,0.0451772394547629,3.64336554638993e-05
"439",439,"Dillard’s",6422.7,"William T. Dillard II","Chairman & Chief Executive Officer","Retailing","General Merchandisers","Little Rock, Ark.",18,402,"M",0,0.181003709943571,2.22044604925031e-16
"440",440,"Assurant",6415,"Alan B. Colberg","President, Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","New York City",7,131,"M",0,0.0355196815393708,0.0109283311478447
"441",441,"Franklin Resources",6392.2,"Gregory E. Johnson","Chairman & Chief Executive Officer","Financials","Securities","San Mateo, Calif.",6,719,"M",0,0.0495645923561547,0.86107434025457
"442",442,"Owens Corning",6384,"Michael H. Thaman","Chairman, President & Chief Executive Officer","Materials","Building Materials, Glass","Toledo, Ohio",18,188,"M",0,0.0828031391945978,0.9446137624021
"443",443,"Motorola Solutions",6380,"Gregory Q. Brown","Chairman & Chief Executive Officer","Technology","Network and Other Communications Equipment","Chicago",18,149,"M",0,-0.000283962180805827,0.999999999763701
"444",444,"NVR",6322.3,"Paul C. Saville","President, Chief Executive Officer & Director","Engineering & Construction","Homebuilders","Reston, Va.",25,514,"M",0,0.166350457382291,0.847017896911763
"445",445,"Rockwell Automation",6311.3,"Blake D. Moret","Chairman, President & Chief Executive Officer","Industrials","Electronics, Electrical Equip.","Milwaukee",18,298,"M",0,-0.000357800110089135,0.999999999999689
"446",446,"TreeHouse Foods",6307.1,"Steven Oakland","President, Chief Executive Officer & Director","Food, Beverages & Tobacco","Food Consumer Products","Oak Brook, Ill.",13,117,"M",0,0.157901272167838,0.954968373518358
"447",447,"Wynn Resorts",6306.4,"Matthew O. Maddox","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas",21,326,"M",0,-0.000301393113174566,2.22044604925031e-16
"448",448,"Olin",6268.4,"John E. Fischer","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Clayton, Mo.",21,578,"M",0,-0.000335441018724796,0.999999999934565
"449",449,"American Axle & Manufacturing",6266,"David C. Dauch","Chairman & Chief Executive Officer","Motor Vehicles & Parts","Motor Vehicles and Parts","Detroit",20,322,"M",0,0.0522425478880052,0.95044023466355
"450",450,"Old Republic International",6263.1,"Aldo C. Zucaro","Chairman & Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","Chicago",23,685,"M",0,0.0355403161753839,0.0112526190095429
"451",451,"Chemours",6183,"Mark P. Vergnano","President, Chief Executive Officer & Director","Chemicals","Chemicals","Wilmington, Del.",13,615,"M",0,-0.00032998266593677,0.999999999934849
"452",452,"iHeartMedia",6178.2,"Robert W. Pittman","Chairman & Chief Executive Officer","Media","Entertainment","San Antonio",11,214,"M",0,-0.000244897129593522,1
"453",453,"Ameren",6177,"Warner L. Baxter","Chairman, President & Chief Executive Officer","Energy","Utilities: Gas and Electric","St. Louis",15,684,"M",0,0.242364162135383,0.000170315636303451
"454",454,"Arthur J. Gallagher",6159.6,"J. Patrick Gallagher Jr.","Chairman, President & Chief Executive Officer","Financials","Diversified Financials","Rolling Meadows, Ill.",19,339,"M",0,0.0555320730064791,0.524793982732979
"455",455,"Celanese",6140,"Mark C. Rohr","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Irving, Texas",6,634,"M",0,-0.000321402399400891,0.999999999935745
"456",456,"Sealed Air",6130.6,"Edward L. Doheny II","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Charlotte, N.C.",15,149,"M",0,-5.4784455683584e-05,1
"457",457,"UGI",6120.7,"John L. Walsh","President, Chief Executive Officer & Director","Energy","Energy","King of Prussia, Pa.",7,109,"M",0,-0.000263715888440331,1
"458",458,"Realogy Holdings",6114,"Ryan M. Schneider","President, Chief Executive Officer & Director","Financials","Real estate","Madison, N.J.",24,75,"M",0,0.0449672065005467,0.866199681802211
"459",459,"Burlington Stores",6110,"Thomas A. Kingsbury","Chairman, President & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Burlington, N.J.",19,476,"M",0,0.299615106868134,2.22044604925031e-16
"460",460,"Regions Financial",6093,"John M. Turner Jr.","Chairman & Chief Executive Officer","Financials","Commercial Banks","Birmingham, Ala.",14,294,"M",0,0.119847229376047,0.211282462170886
"461",461,"AK Steel Holding",6080.5,"Roger K. Newport","Chairman & Chief Executive Officer","Materials","Metals","West Chester, Ohio",11,712,"M",0,0.0832393061192952,0.979186791599562
"462",462,"Securian Financial Group",6066.5,"Christopher M. Hilger","Chairman, President & Chief Executive Officer","Financials","Insurance: Life, Health (stock)","St. Paul, Minn.",2,511,"M",0,0.105175802515457,0.553022055882943
"463",463,"S&P Global",6063,"Douglas L. Peterson","President, Chief Executive Officer & Director","Business Services","Financial Data Services","New York City",18,279,"M",0,-0.000345136866239202,1
"464",464,"Markel",6061.7,"Thomas S. Gayner/Richard R. Whitt III","Co-Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","Glen Allen, Va.",19,163,"M",0,0.0355694116140338,0.0117374820805104
"465",465,"TravelCenters of America",6051.6,"Andrew J. Rebholz","Chief Executive Officer & Director","Retailing","Specialty Retailers: Other","Westlake, Ohio",4,227,"M",0,0.0665686298592371,0.105670957622541
"466",466,"Conduent",6022,"Ashok Vemuri","Chairman & Chief Executive Officer","Business Services","Diversified Outsourcing Services","Florham Park, N.J.",2,730,"M",0,0.0711744789192267,0.902050702240568
"468",468,"Clorox",5973,"Benno O. Dorer","Chairman & Chief Executive Officer","Household Products","Household and Personal Products","Oakland, Calif.",12,670,"M",0,0.214050933007083,0.98749912220365
"469",469,"AmTrust Financial Services",5958.9,"Barry D. Zyskind","Chairman, President & Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","New York City",13,716,"M",0,0.0355792354542415,0.0118744018384466
"470",470,"KKR",5930,"Henry R. Kravis/George R. Roberts","Co-Chairman & Co-Chief Executive Officer","Financials","Securities","New York City",22,8,"M",0,0.0496240341587508,0.870741689422609
"471",471,"Ulta Beauty",5884.5,"Mary N. Dillon","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Other","Bolingbrook, Ill.",2,316,"F",1,0.0665796145673404,0.106535625750624
"472",472,"Yum Brands",5878,"Greg Creed","Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Food Services","Louisville, Ky.",14,593,"M",0,0.166439123185787,0.0676927577284392
"473",473,"Regeneron Pharmaceuticals",5872.2,"Leonard S. Schleifer","President, Chief Executive Officer & Director","Health Care","Pharmaceuticals","Tarrytown, N.Y.",2,571,"M",0,7.61642628833415e-05,2.22044604925031e-16
"474",474,"Windstream Holdings",5852.9,"Anthony W. Thomas","President, Chief Executive Officer & Director","Telecommunications","Telecommunications","Little Rock, Ark.",22,101,"M",0,-0.00027955097439364,1
"475",475,"Magellan Health",5838.6,"Barry M. Smith","Chairman & Chief Executive Officer","Health Care","Health Care: Insurance and Managed Care","Scottsdale, Ariz.",2,52,"M",0,0.0998004220131174,0.999949165703467
